".model","armse","amae","amape","srmse","smae","smape","h","i"
"wlsv",26949.0166943526,22978.3126071941,10.3481972271759,NA,NA,NA,4,146
"base",36305.4815501024,34450.9433014163,15.0637883270033,NA,NA,NA,4,147
"bu",34992.7318241449,32909.7462540853,14.3683244116597,NA,NA,NA,4,147
"mint",32807.7784972921,30773.7143703828,13.429762875159,NA,NA,NA,4,147
"ols",36031.7205508929,34153.342370031,14.930716765718,NA,NA,NA,4,147
"wlss",35974.3709336779,34049.3658847466,14.8818786893553,NA,NA,NA,4,147
"wlsv",35841.5969742002,33910.0590039692,14.8199166472582,NA,NA,NA,4,147
"base",38222.9033857776,35022.2202129207,14.9117027209307,NA,NA,NA,4,148
"bu",38952.5930894813,35913.4369188297,15.3086091948554,NA,NA,NA,4,148
"mint",36350.7106379001,32967.1683186339,14.0103569063648,NA,NA,NA,4,148
"ols",39285.5187871629,36226.282591879,15.4423319844169,NA,NA,NA,4,148
"wlss",39924.4108967266,36945.9746058786,15.7603406344096,NA,NA,NA,4,148
"wlsv",39601.249615481,36591.4868066066,15.6042282887776,NA,NA,NA,4,148
"base",40855.4540830581,37923.7712220659,15.7685642153464,NA,NA,NA,4,149
"bu",44460.9964899025,41889.7940350634,17.4714937295882,NA,NA,NA,4,149
"mint",37757.1630192566,34708.0158306534,14.4039689894989,NA,NA,NA,4,149
"ols",42485.2430992877,39789.4493469614,16.5744297380772,NA,NA,NA,4,149
"wlss",43902.6693090907,41281.1511562996,17.2105289359481,NA,NA,NA,4,149
"wlsv",44101.6927837887,41430.9689501998,17.2694928262424,NA,NA,NA,4,149
"base",51761.4302336172,51637.9597047106,21.1049207993533,NA,NA,NA,4,150
"bu",49631.2816911954,49517.3377800141,20.2384416422646,NA,NA,NA,4,150
"mint",50189.4570235209,50056.9236865569,20.4581097326248,NA,NA,NA,4,150
"ols",51555.8801043428,51433.55361383,21.0213939903018,NA,NA,NA,4,150
"wlss",51584.9207661613,51476.0518874695,21.0398152933976,NA,NA,NA,4,150
"wlsv",51368.7036144567,51272.6879151929,20.957754148762,NA,NA,NA,4,150
"base",62214.6849307669,61397.2335855345,25.0010991610777,NA,NA,NA,5,138
"bu",59947.0782980094,59107.5578078038,24.0634151774077,NA,NA,NA,5,138
"mint",58828.3409121038,57962.3257106728,23.5926316484776,NA,NA,NA,5,138
"ols",61533.4716262251,60690.8241909342,24.7101298525036,NA,NA,NA,5,138
"wlss",61056.8643860412,60196.1051393183,24.5057005584073,NA,NA,NA,5,138
"wlsv",60947.9200700774,60157.3618821564,24.4975936156413,NA,NA,NA,5,138
"base",53027.7463841463,47660.6066126033,19.5577971849708,NA,NA,NA,5,139
"bu",51736.8419166366,46321.9201701206,18.9854323784026,NA,NA,NA,5,139
"mint",50344.8716556617,44731.0789819935,18.2930947650268,NA,NA,NA,5,139
"ols",53251.63642116,47925.7596635023,19.6743592914988,NA,NA,NA,5,139
"wlss",52977.3318210759,47579.1539578077,19.5198856056875,NA,NA,NA,5,139
"wlsv",52856.6201594844,47398.0607266124,19.4373081479398,NA,NA,NA,5,139
"base",40140.0034220785,32683.0662918287,13.9255644839068,NA,NA,NA,5,140
"bu",39075.094395136,31882.8977313291,13.6024364298942,NA,NA,NA,5,140
"mint",32966.7826267846,29572.5352032463,13.0537000268507,NA,NA,NA,5,140
"ols",39549.9949441742,32198.1885407046,13.7247046600165,NA,NA,NA,5,140
"wlss",39458.707948912,32209.1446101455,13.7387889037292,NA,NA,NA,5,140
"wlsv",39142.2644599828,31804.0046997387,13.5496156631439,NA,NA,NA,5,140
"base",38180.1935656183,30546.3568133921,13.0953220577339,NA,NA,NA,5,141
"bu",36958.4321248517,29877.1080786468,12.8648626570043,NA,NA,NA,5,141
"mint",35275.0644728709,29116.2721312622,12.6284422439553,NA,NA,NA,5,141
"ols",37802.306749227,30439.9023994527,13.073444773184,NA,NA,NA,5,141
"wlss",37780.4786742263,30517.2219260294,13.1183841732711,NA,NA,NA,5,141
"wlsv",37918.0614046151,30670.1549506841,13.1920112454416,NA,NA,NA,5,141
"base",25922.5858875479,19064.5229367088,8.64675417996969,NA,NA,NA,5,142
"bu",24350.7852255257,18146.5149272252,8.28728115297713,NA,NA,NA,5,142
"mint",21973.0446927703,18280.9446547826,8.60576181101253,NA,NA,NA,5,142
"ols",25279.3907213293,18370.0696804049,8.3150572626048,NA,NA,NA,5,142
"wlss",25230.6768910906,18568.9410080313,8.43328934265426,NA,NA,NA,5,142
"wlsv",25226.2503607762,18571.2544060779,8.43883908744274,NA,NA,NA,5,142
"base",23627.940906614,17748.4218334782,8.16852212460125,NA,NA,NA,5,143
"bu",22956.1426287717,17547.6433480862,8.1323038754696,NA,NA,NA,5,143
"mint",21640.7725689593,16975.9924667018,7.93123335686719,NA,NA,NA,5,143
"ols",23814.9879603405,18120.4657582648,8.36304148501391,NA,NA,NA,5,143
"wlss",23387.1111935427,17697.8706083871,8.16829975047892,NA,NA,NA,5,143
"wlsv",23180.1343276541,17460.2045038048,8.05661490946159,NA,NA,NA,5,143
"base",27264.3867972246,23588.1748475458,10.8139062132539,NA,NA,NA,5,144
"bu",25561.7763313256,21966.7887068449,10.0990065166705,NA,NA,NA,5,144
"mint",22295.1888300122,20199.6351378884,9.4657794477102,NA,NA,NA,5,144
"ols",26863.3923452834,23045.8250409979,10.5589599327513,NA,NA,NA,5,144
"wlss",26535.9986184878,22878.9179159466,10.4959849560052,NA,NA,NA,5,144
"wlsv",26372.3117566493,22720.557208954,10.4227999450232,NA,NA,NA,5,144
"base",29038.6637131491,25776.5143487864,11.6270875997333,NA,NA,NA,5,145
"bu",26696.7177874766,23391.3155703744,10.5292984165164,NA,NA,NA,5,145
"mint",28183.0862528149,24993.7375387843,11.2714307543467,NA,NA,NA,5,145
"ols",28510.4774905519,25327.3398337175,11.4252512030931,NA,NA,NA,5,145
"wlss",27804.1555994699,24696.7351371561,11.1406611445767,NA,NA,NA,5,145
"wlsv",27765.568749393,24669.9223705793,11.1288163565106,NA,NA,NA,5,145
"base",33399.0684006264,29188.2601473411,12.8309844594446,NA,NA,NA,5,146
"bu",31563.3543277769,26601.525591854,11.6194137022266,NA,NA,NA,5,146
"mint",31507.9776090368,26713.7754483645,11.679070740529,NA,NA,NA,5,146
"ols",33558.0382730764,28951.5123324386,12.6974117618433,NA,NA,NA,5,146
"wlss",33120.265906584,28668.4121635712,12.5808187885375,NA,NA,NA,5,146
"wlsv",32856.4087587424,28348.087637238,12.4327411342054,NA,NA,NA,5,146
"base",41305.1403787269,39065.4151922719,16.718051877795,NA,NA,NA,5,147
"bu",39625.0091206742,37283.7259364489,15.9387275949365,NA,NA,NA,5,147
"mint",37960.1365804503,35529.9400099654,15.1747257613935,NA,NA,NA,5,147
"ols",41533.9191266389,39197.1046301863,16.7669528287417,NA,NA,NA,5,147
"wlss",41113.562978663,38698.668009388,16.5457110840981,NA,NA,NA,5,147
"wlsv",40951.5465446772,38609.5123987729,16.5124669564143,NA,NA,NA,5,147
"base",40970.3284206217,38077.4643238569,16.0587970575148,NA,NA,NA,5,148
"bu",41692.1441409633,38977.7978470937,16.4573371393661,NA,NA,NA,5,148
"mint",39254.3877615915,36175.0324699121,15.2330433548259,NA,NA,NA,5,148
"ols",41793.4341859627,39102.8171491738,16.512780717385,NA,NA,NA,5,148
"wlss",42388.2479933901,39649.9147823738,16.7437235725247,NA,NA,NA,5,148
"wlsv",42652.9456691336,39977.5887813644,16.8880930514763,NA,NA,NA,5,148
